symbole;date;ouverture;haut;bas;cloture;volume
TAIR;02/03/2021;0,62;0,62;0,6;0,6;66822
TAIR;03/03/2021;0,6;0,62;0,59;0,62;48241
TAIR;04/03/2021;0,62;0,62;0,61;0,61;28656
TAIR;05/03/2021;0,61;0,61;0,59;0,6;93102
TAIR;08/03/2021;0,6;0,6;0,59;0,6;65275
TAIR;09/03/2021;0,59;0,6;0,58;0,59;136955
TAIR;10/03/2021;0,58;0,59;0,58;0,59;38699
TAIR;11/03/2021;0,6;0,61;0,59;0,6;21039
TAIR;12/03/2021;0,6;0,61;0,59;0,59;26472
TAIR;15/03/2021;0,6;0,61;0,58;0,59;68439
TAIR;16/03/2021;0,59;0,6;0,58;0,58;16406
TAIR;17/03/2021;0,57;0,58;0,57;0,57;19237
TAIR;18/03/2021;0,58;0,58;0,57;0,58;24569
TAIR;19/03/2021;0,58;0,59;0,57;0,59;15446
TAIR;22/03/2021;0,59;0,59;0,58;0,58;12427
TAIR;23/03/2021;0,59;0,59;0,57;0,58;42194
TAIR;24/03/2021;0,58;0,58;0,57;0,58;28337
TAIR;25/03/2021;0,58;0,61;0,57;0,61;99413
TAIR;26/03/2021;0,62;0,63;0,59;0,61;66441
TAIR;29/03/2021;0,6;0,61;0,59;0,59;8019
TAIR;30/03/2021;0,58;0,59;0,57;0,59;51279
TAIR;31/03/2021;0,58;0,59;0,58;0,59;20563
TAIR;01/04/2021;0,59;0,59;0,58;0,59;58900
TAIR;02/04/2021;0,59;0,6;0,58;0,6;21451
TAIR;05/04/2021;0,6;0,6;0,59;0,59;23990
TAIR;06/04/2021;0,58;0,59;0,57;0,58;17668
TAIR;07/04/2021;0,58;0,59;0,57;0,57;9665
TAIR;08/04/2021;0,58;0,59;0,57;0,59;9527
TAIR;12/04/2021;0,59;0,59;0,58;0,58;747
TAIR;13/04/2021;0,57;0,58;0,57;0,58;27667
TAIR;14/04/2021;0,58;0,58;0,57;0,58;7253
TAIR;15/04/2021;0,58;0,58;0,57;0,58;21942
TAIR;16/04/2021;0,58;0,58;0,57;0,57;20892
TAIR;19/04/2021;0,56;0,57;0,55;0,57;20691
TAIR;20/04/2021;0,57;0,57;0,56;0,56;44644
TAIR;21/04/2021;0,56;0,57;0,56;0,56;30550
TAIR;22/04/2021;0,56;0,56;0,56;0,56;3766
TAIR;23/04/2021;0,56;0,57;0,55;0,57;42393
TAIR;26/04/2021;0,57;0,57;0,55;0,56;65779
TAIR;27/04/2021;0,55;0,56;0,54;0,56;65361
TAIR;28/04/2021;0,56;0,57;0,56;0,56;9558
TAIR;29/04/2021;0,55;0,56;0,55;0,56;7645
TAIR;30/04/2021;0,55;0,56;0,55;0,56;8783
TAIR;03/05/2021;0,55;0,57;0,55;0,57;12109
TAIR;04/05/2021;0,57;0,57;0,56;0,57;11155
TAIR;05/05/2021;0,57;0,58;0,57;0,58;34192
TAIR;06/05/2021;0,59;0,59;0,58;0,59;5549
TAIR;07/05/2021;0,58;0,59;0,57;0,59;33678
TAIR;10/05/2021;0,59;0,59;0,58;0,58;3061
TAIR;11/05/2021;0,58;0,59;0,57;0,58;25226
TAIR;17/05/2021;0,58;0,58;0,57;0,57;4404
TAIR;18/05/2021;0,58;0,58;0,57;0,58;3945
TAIR;19/05/2021;0,57;0,58;0,57;0,58;21135
TAIR;20/05/2021;0,57;0,58;0,57;0,58;3779
TAIR;21/05/2021;0,58;0,6;0,58;0,6;105720
TAIR;24/05/2021;0,6;0,61;0,6;0,61;109969
TAIR;25/05/2021;0,61;0,61;0,6;0,6;25773
TAIR;26/05/2021;0,61;0,61;0,59;0,6;5600
TAIR;27/05/2021;0,6;0,6;0,58;0,58;42720
TAIR;28/05/2021;0,59;0,59;0,59;0,59;12472
TAIR;31/05/2021;0,6;0,6;0,59;0,6;13547
TAIR;01/06/2021;0,6;0,6;0,58;0,59;12918
TAIR;02/06/2021;0,59;0,6;0,58;0,6;46859
TAIR;03/06/2021;0,6;0,61;0,6;0,6;12232
TAIR;04/06/2021;0,59;0,6;0,59;0,6;6286
TAIR;07/06/2021;0,6;0,6;0,59;0,6;8332
TAIR;09/06/2021;0,59;0,6;0,59;0,6;2144
TAIR;10/06/2021;0,58;0,59;0,58;0,59;11293
TAIR;11/06/2021;0,59;0,59;0,58;0,59;10459
TAIR;14/06/2021;0,59;0,59;0,58;0,58;15785
TAIR;15/06/2021;0,58;0,58;0,57;0,57;28264
TAIR;16/06/2021;0,58;0,58;0,57;0,57;4176
TAIR;17/06/2021;0,57;0,57;0,56;0,57;4201
TAIR;18/06/2021;0,57;0,57;0,56;0,57;16507
